Author,Work,Citation,Original,English
Strabo,Geography,3.4.10,"῾η μὲν δὴ παραλία πᾶσα ἡ ἀπὸ στηλῶνμέχρι τῆς μεθορίας τῆς Ἰβήρων καὶΚελτῶν τοιαύτη. ἡ δ᾽ ὑπερκειμένημεσόγαια （λέγω δὲ τὴν ἐντὸς τῶν τεΠυρηναίων ὀρῶν καὶ τῆς προσαρκτίουπλευρᾶς μέχρι Ἀστύρων） δυεῖνμάλιστα ὄρεσι διορίζεται. τούτων δὲ τὸμὲν παράλληλόν ἐστι τῇ Πυρήνῃ, τὴνἀρχὴν ἀπὸ τῶν Καντάβρων ἔχον, τελευτὴν δ᾽ ἐπὶ τὴν καθ᾽ ἡμᾶςθάλατταν: καλοῦσι δὲ τοῦτο Ἰδουβέδαν: ἕτερον δ᾽ ἀπὸ τοῦ μέσου διῆκον ἐπὶ τὴνδύσιν, ἐκκλῖνον δὲ πρὸς νότον καὶ τὴνἀπὸ στηλῶν παραλίαν: ὃ κατ᾽ ἀρχὰςμὲν γεώλοφόν ἐστι καὶ ψιλόν, διέξεισι δὲτὸ καλούμενον Σπαρτάριον πεδίον, εἶτασυνάπτει τῷ δρυμῷ τῷ ὑπερκειμένῳ τῆςτε Καρχηδονίας καὶ τῶν περὶ τὴνΜάλακαν τόπων: καλεῖται δὲὈροσπέδα. μεταξὺ μὲν δὴ τῆς Πυρήνηςκαὶ τῆς Ἰδουβέδας ὁ Ἴβηρ ῥεῖ ποταμός, παράλληλος τοῖς ὄρεσιν ἀμφοτέροις, πληρούμενος ἐκ τῶν ἐντεῦθενκαταφερομένων ποταμῶν καὶ τῶνἄλλων [p. 219] ὑδάτων. ἐπὶ δὲ τῷ Ἴβηριπόλις ἐστὶ Καισαραυγοῦστα καλουμένηκαὶ Κέλσα κατοικία τις ἔχουσα γεφύραςλιθίνης διάβασιν. συνοικεῖται δὲ ὑπὸπλειόνων ἐθνῶν ἡ χώρα, γνωριμωτάτουδὲ τοῦ τῶν Ἰακκητανῶν λεγομένου. τοῦτο δ᾽ ἀρξάμενον ἀπὸ τῆς παρωρείαςτῆς κατὰ τὴν Πυρήνην εἰς τὰ πεδίαπλατύνεται καὶ συνάπτει τοῖς περὶἸλέρδαν καὶ Ὄσκαν χωρίοις, τοῖς τῶνἸλεργετῶν οὐ πολὺ ἄπωθεν τοῦ Ἴβηρος. ἐν δὲ ταῖς πόλεσι ταύταις ἐπολέμει τὸτελευταῖον Σερτώριος καὶ ἐν ΚαλαγούριὈυασκώνων πόλει καὶ τῆς παραλίας ἐνΤαρράκωνι καὶ ἐν τῷ Ἡμεροσκοπείῳμετὰ τὴν ἐκ Κελτιβήρων ἔκπτωσιν, ἐτελεύτα δ᾽ ἐν Ὄσκᾳ. κἀν Ἰλέρδᾳὕστερον Ἀφράνιος καὶ Πετρήιος οἱ τοῦΠομπηίου στρατηγοὶ κατεπολεμήθησανὑπὸ Καίσαρος τοῦ θεοῦ. διέχει δὲ ἡἸλέρδα τοῦ μὲν Ἴβηρος ὡς ἐπὶ δύσινἰόντι σταδίους ἑκατὸν ἑξήκοντα, Ταρράκωνος δὲ πρὸς νότον περὶτετρακοσίους ἑξήκοντα, πρὸς ἄρκτον δὲὌσκας πεντακοσίους τετταράκοντα. διὰτούτων δὲ τῶν μερῶν ἡ ἐκ Ταρράκωνοςἐπὶ τοὺς ἐσχάτους ἐπὶ τῷ ὠκεανῷὈυάσκωνας τοὺς κατὰ Πομπέλωνα καὶτὴν ἐπ᾽ αὐτῷ τῷ ὠκεανῷ Οἰασῶναπόλιν ὁδός ἐστι σταδίων δισχιλίωντετρακοσίων πρὸς αὐτὰ τὰ τῆςἈκυιτανίας ὅρια καὶ τῆς Ἰβηρίας. Ἰακκητανοὶ δ᾽ εἰσὶν ἐν οἷς τότε μὲνΣερτώριος ἐπολέμει πρὸς Πομπήιον, ὕστερον δ᾽ ὁ τοῦ Πομπηίου υἱὸς Σέξτοςπρὸς τοὺς Καίσαρος στρατηγούς. ὑπέρκειται δὲ τῆς Ἰακκητανίας πρὸςἄρκτον τὸ τῶν Ὀυασκώνων ἔθνος, ἐν ᾧπόλις Πομπέλων ὡς ἂν Πομπηιόπολις.","Such is the whole sea-coast from the Pillars to the confines of the Iberians and Kelts. The interior of the country lying above, and included between the mountains of the Pyrenees and the northern side [of Iberia], as far as the Astures, is principally divided by two mountain chains; the one of these is parallel to the Pyrenees, and takes its commencement from the country of the Cantabri, terminating at the Mediterranean. This is called the Idubeda.57 The second, springing from the middle [of this first], runs towards the west, inclining however to the south and the sea-coast towards the Pillars. At the commencement it consists of bare hills, but after traversing the Plain of Spartarium, falls in with the forest lying above Carthage,58 and the regions round Malaca.59 It is named Orospeda.60The river Ebro flows between the Pyrenees and Idubeda, and parallel to both these mountains. It is fed by the rivers and other waters carried down from [the mountains]. Situated on the Ebro is the city of Cæsar Augusta,61and the colony of Celsa,62 where there is a stone bridge across the river. This country is inhabited by many nations, the best known being that of the Jaccetani.63 Commencing at the foot of the Pyrenees, it widens out into the plains, and reaches to the districts around Ilerda64 and Osca,65 [cities] of the Ilergetes not far distant from the Ebro. It was in these cities, and in Calaguris,66 a city of the Gascons, as well as those of Tarraco67 and Hemeroscopium,68 situated on the coast, that Sertorius sustained the last efforts of the war, after being ejected from the country of the Keltiberians. He died at Osca, and it was near to Ilerda that Afranius and Petreius, Pompey's generals, were afterwards defeated by divus69 Cæsar. Ilerda is distant 160 stadia from the Ebro, which is on its west, about 460 from Tarraco, which is on the south, and 540 from Osca, which lies to the north.70 Passing through these places from Tarraco to the extremities of the Vascons who dwell by the ocean, near Pompelon71 and the city of Œaso72situated on the ocean, the route extends 2400 stadia, to the very frontiers of Aquitaine and Iberia. It was in the country of the Jaccetani that Sertorius fought against Pompey, and here afterwards Sextus, Pompey's son, fought against the generals of Cæsar. The nation of the Vascons, in which is Pompelon, or Pompey's city, lies north of Jaccetania."
Strabo,Geography,4.1.6,"῞αμα δ᾽ ἥ τε τῶν Σαλύων ὀρεινὴ πρὸςἄρκτον ἀπὸ τῆς ἑσπέρας κλίνει μᾶλλονκαὶ τῆς θαλάττης ἀφίσταται κατὰμικρόν, καὶ ἡ παραλία παρὰ τὴνἑσπέραν περινεύει: μικρὸν δ᾽ ἀπὸ τῆςπόλεως τῶν Μασσαλιωτῶν [p. 247]προελθοῦσα ὅσον εἰς ἑκατὸν σταδίουςἐπὶ ἄκραν εὐμεγέθη πλησίον λατομιῶντινων ἐντεῦθεν ἄρχεται κολποῦσθαι καὶποιεῖν τὸν Γαλατικὸν κόλπον πρὸς τὸἈφροδίσιον τὸ τῆς Πυρήνης ἄκρον: ","The mountains of the Salyes incline gently from west to north in proportion as they retire from the sea. The coast runs west, and extending a short distance, about 100 stadia, from Marseilles, it begins to assume the character of a gulf at a considerable promontory near to certain stonequarries, and extending to the Aphrodisium, the headland which terminates the Pyrenees,38 forms the Galatic Gulf,39 which is also called the Gulf of Marseilles:"
Strabo,Geography,4.1.11," καθ᾽ ὃ δὲσυμπίπτουσιν ὁ Ἴσαρ ποταμὸς καὶ ὁῬοδανὸς καὶ τὸ Κέμμενον ὄρος, ΚόιντοςΦάβιος Μάξιμος Αἰμιλιανὸς οὐχ ὅλαιςτρισὶ μυριάσιν εἴκοσι μυριάδας Κελτῶνκατέκοψε, καὶ ἔστησε τρόπαιον αὐτόθιλευκοῦ λίθου καὶ νεὼς δύο, τὸν μὲνἌρεως τὸν δ᾽ Ἡρακλέους. [p. 253] ἀπὸ δὲτοῦ Ἴσαρος εἰς Ὀυίενναν τὴν τῶνἈλλοβρίγων μητρόπολιν κειμένην ἐπὶτῷ Ῥοδανῷ στάδιοί εἰσι τριακόσιοιεἴκοσι. ","It was at the point where the river Isère and the Rhone unite near the Cevennes, that Quintus Fabius Maximus Æmilianus,83 with scarcely 30,000 men, cut to pieces 200,000 Kelts.84 Here he erected a white stoneas a trophy, and two temples, one to Mars, and the other to Hercules. From the Isère to Vienne, the metropolis of the Allobroges, situated on the Rhone, the distance is 320 stadia. "
Strabo,Geography,4.1.12,"ἡ πόλις κατὰ τὴν ὁδὸντὴν ἐκ τῆς Ἰβηρίας εἰς τὴν Ἰταλίαν, θέρους μὲν εὔβατον οὖσαν χειμῶνος δὲκαὶ ἔαρος πηλώδη καὶ ποταμόκλυστον. τινὰ μὲν οὖν τῶν ῥευμάτων πορθμείοιςπερᾶται, τινὰ δὲ γεφύραις ταῖς μὲνξύλων πεποιημέναις ταῖς δὲ λίθων. ","Some of these streams are crossed in ferry-boats, and others by means of bridges constructed either of wood or stone. "
Strabo,Geography,5.3.8," ἔστρωσαν δὲκαὶ τὰς κατὰ τὴν χώραν [p. 324] ὁδούς, προσθέντες ἐκκοπάς τε λόφων καὶἐγχώσεις κοιλάδων, ὥστε τὰςἁρμαμάξας δέχεσθαι πορθμείωνφορτία: οἱ δ᾽ ὑπόνομοι συννόμῳ λίθῳκατακαμφθέντες ὁδοὺς ἁμάξαις χόρτουπορευτὰς ἐνίας ἀπολελοίπασι.","The sewers, arched over with hewn stones, are large enough in some parts for waggons loaded with hay to pass through; while so plentiful is the supply of water from the aqueducts, that rivers may be said to flow through the city and the sewers, and almost every house is furnished with water-pipes and copious fountains."
Strabo,Geography,5.3.10,"εφ᾽ ἑκάτερα δὲ τῆς Λατίνης ἐν δεξιᾷμέν εἰσιν αἱ μεταξὺ αὐτῆς καὶ τῆςἈππίας Σητία τε καὶ Σιγνία, φέρουσαιοἶνον ἡ μὲν τῶν πολυτελῶν ἕνα ἡ δὲ τὸνσταλτικώτατον κοιλίας τὸν Σιγνῖνονλεγόμενον. πρὸς δὲ ταύταις ἐστὶΠρίβερνον καὶ Κόρα καὶ Σύεσσα *Τραπόντιόν τε καὶ Ὀυελίτραι καὶἈλέτριον: ἔτι δὲ Φρεγέλλαι, παρ᾽ ἣν ὁΛεῖρις ῥεῖ ὁ εἰς τὰς Μιντούρναςἐκδιδούς, νῦν μὲν κώμη, πόλις δέ ποτεγεγονυῖα ἀξιόλογος καὶ τὰς πολλὰς τῶνἄρτι λεχθεισῶν περιοικίδας πρότερονἐσχηκυῖα, αἳ νῦν εἰς αὐτὴν συνέρχονταιἀγοράς τε ποιούμεναι καὶ ἱεροποιίαςτινάς: κατεσκάφη δ᾽ ὑπὸ [p. 327]Ῥωμαίων ἀποστᾶσα."," To the left of the Via Latina, the cities between it and the Via Valeria, are, Gabii,87 standing in the Via Preenestina, it possesses a stone-quarry, in greater demand at Rome than any other, and is at an equal distance of about 100 stadia between Rome and Præneste."
Strabo,Geography,5.3.11," Τίβουραμέν, ἐν ᾗ τὸ Ἡράκλειον καὶ ὁκαταράκτης, ὃν ποιεῖ πλωτὸς ὢν ὁἈνίων ἀφ᾽ ὕψους μεγάλου καταπίπτωνεἰς φάραγγα βαθεῖαν καὶ καταλσῆ πρὸςαὐτῇ τῇ πόλει. ἐντεῦθεν δὲ διέξεισιπεδίον εὐκαρπότατον παρὰ τὰ μέταλλατοῦ λίθου τοῦ Τιβουρτίνου καὶ τοῦ ἐνΓαβίοις τοῦ καὶ ἐρυθροῦ λεγομένου, ὥστε τὴν ἐκ τῶν μετάλλων ἐξαγωγὴνκαὶ τὴν πορθμείαν εὐμαρῆ τελέως εἶναι, τῶν πλείστων ἔργων [p. 328] τῆς Ῥώμηςἐντεῦθεν κατασκευαζομένων. "," At Tibura is a temple of Hercules, and a cataract formed by the fall of the Teverone106 (which is here navigable,) from a great height into a deep and wooded ravine close to the city. From thence the river flows through a highly fertile plain along by the Tiburtine stone-quarries, those of the Gabii, and those denominated the red-stone quarries. "
Strabo,Geography,9.5.16," τὴν δ᾽ οὖν Σκῦρονκαὶ μάλιστα μὲν αἱ ἀρχαιολογίαισυνιστῶσιν, ἀλλὰ καὶ τὰ τοιαῦταθρυλεῖσθαι ποιεῖ, οἷον αἱ τῶν αἰγῶνἀρεταὶ τῶν Σκυρίων, [p. 617] καὶ τὰμέταλλα τῆς ποικίλης λίθου τῆςΣκυρίας, καθάπερ τῆς Καρυστίας καὶτῆς Δοκιμαίας ἢ Συνναδικῆς, καὶ τῆςἹεραπολιτικῆς. μονολίθους γὰρ κίοναςκαὶ πλάκας μεγάλας ὁρᾶν ἔστιν ἐν τῇῬώμῃ τῆς ποικίλης λιθείας, ἀφ᾽ ἧς ἡπόλις κοσμεῖται δημοσίᾳ τε καὶ ἰδίᾳ, πεποίηκέ τε τὰ λευκόλιθα οὐ πολλοῦἄξια.","For there may be seen at Rome columns, consisting of a single stone, and large slabs of variegated marble, (from Scyrus,) with which the city is embellished both at the public charge and at the expense of individuals, which has caused works of white marble to be little esteemed."
Strabo,Geography,12.2.9,"ἀφυὲς δ᾽ οὖν κατὰ πολλὰ τὸ τῶνΜαζακηνῶν χωρίον ὂν πρὸς κατοικίανμάλιστα οἱ βασιλεῖς ἑλέσθαι δοκοῦσιν, ὅτι τῆς χώρας ἁπάσης τόπος ἦνμεσαίτατος οὗτος τῶν ξύλα ἐχόντωνἅμα καὶ λίθον πρὸς τὰς οἰκοδομίας καὶχόρτον, οὗ πλεῖστον ἐδέοντοκτηνοτροφοῦντες: τρόπον γάρ τιναστρατόπεδον ἦν αὐτοῖς ἡ πόλις. τὴν δ᾽ἄλλην ἀσφάλειαν τὴν αὐτῶν τε καὶσωμάτων καὶ τῶν χρημάτων εἶχον ἐντοῖς φρουρίοις, ἃ πολλὰ ὑπάρχει τὰ μὲνβασιλικὰ τὰ δὲ τῶν φίλων. ἀφέστηκε δὲτὰ Μάζακα τοῦ μὲν Πόντου περὶὀκτακοσίους σταδίους πρὸς νότον, τοῦδ᾽ Εὐφράτου μικρὸν ἐλάττους ἢδιπλασίους, τῶν Κιλικίων δὲ πυλῶνὁδὸν ἡμερῶν ἓξ καὶ τοῦ Κύρουστρατοπέδου διὰ Τυάνων: κατὰ μέσηνδὲ τὴν ὁδὸν κεῖται τὰ Τύανα, διέχει δὲΚυβίστρων τριακοσίους σταδίους. χρῶνται δὲ οἱ Μαζακηνοὶ τοῖς Χαρώνδανόμοις, αἱρούμενοι καὶ νομῳδόν, ὅςἐστιν αὐτοῖς ἐξηγητὴς τῶν νόμων, καθάπερ οἱ παρὰ Ῥωμαίοις νομικοί. διέθηκε δὲ φαύλως αὐτοὺς Τιγράνης ὁἈρμένιος, ἡνίκα τὴν Καππαδοκίανκατέδραμεν: ἅπαντας γὰρ ἀναστάτουςἐποίησεν εἰς τὴν Μεσοποταμίαν, καὶ τὰΤιγρανόκερτα ἐκ τούτων συνῴκισε [p. 758] τὸ πλέον: ὕστερον δ᾽ ἐπανῆλθον οἱδυνάμενοι μετὰ τὴν τῶν Τιγρανοκέρτωνἅλωσιν.","Although the territory of the Mazaceni is destitute in many respects of natural advantages, it seems to have been preferred by the kings as a place of residence, because it was nearest the centre of those districts which supplied timber, stone for building, and fodder, of which a very large quantity was required for the subsistence of their cattle. Their city was almost a camp. The security of their persons and treasure16depended upon the protection afforded by numerous fortresses, some of which belonged to the king, others to their friends."
Strabo,Geography,12.2.10,"ἐν δὲ τῇΚαππαδοκίᾳ γίνεται καὶ ἡ λεγομένηΣινωπικὴ μίλτος ἀρίστη τῶν πασῶν: ἐνάμιλλος δ᾽ ἐστὶν αὐτῇ καὶ ἡ Ἰβηρική: ὠνομάσθη δὲ Σινωπικὴ διότι κατάγεινἐκεῖσε εἰώθεσαν οἱ ἔμποροι πρὶν ἢ τὸτῶν Ἐφεσίων ἐμπόριον μέχρι τῶνἐνθάδε ἀνθρώπων διῖχθαι. λέγεται δὲκαὶ κρυστάλλου πλάκας καὶ ὀνυχίτουλίθου πλησίον τῆς τῶν Γαλατῶν ὑπὸτῶν Ἀρχελάου μεταλλευτῶν εὑρῆσθαι. ἦν δέ τις τόπος καὶ λίθου λευκοῦ τῷἐλέφαντι κατὰ τὴν χρόαν ἐμφεροῦςὥσπερ ἀκόνας τινὰς οὐ μεγάλαςἐκφέρων, ἐξ ὧν τὰ λάβια τοῖς μαχαιρίοιςκατεσκεύαζον: ἄλλος δὲ εἰς διόπτραςβώλους μεγάλας ἐκδιδούς, ὥστε καὶ ἔξωκομίζεσθαι. ὅριον δ᾽ ἐστὶ τοῦ Πόντου καὶτῆς Καππαδοκίας ὀρεινή τιςπαράλληλος τῷ Ταύρῳ, τὴν ἀρχὴνἔχουσα ἀπὸ τῶν ἑσπερίων ἄκρων τῆςΧαμμανηνῆς, ἐφ᾽ ἧς ἵδρυται φρούριονἀπότομον Δασμένδα, μέχρι τῶνἑωθινῶν τῆς Λαουιανσηνῆς. στρατηγίαιδ᾽ εἰσὶ τῆς Καππαδοκίας ἥ τεΧαμμανηνὴ καὶ ἡ Λαουιανσηνή. ","In Cappadocia is found the red earth called the Sinopic, which is better than that of any other country. The Spanish only can rival it. It had the name of Sinopic, because the merchants used to bring it down from Sinope, before the traffic of the Ephesians extended as far as the people of Cappadocia. It is said that even plates of crystal and of the onyx stone were discovered by the miners of Archelaus near the country of the Galatians. There was a place where was found a white stone of the colour of ivory in pieces of the size of small whetstones, from which were made handles for small swords. Another place produced large masses of transparent stone for windows, which were exported."
Strabo,Geography,12.4.7," ἔστι δὲ τῆςπόλεως ἑκκαιδεκαστάδιος ὁ περίβολοςἐν τετραγώνῳ σχήματι: ἔστι δὲ καὶτετράπυλος ἐν πεδίῳ κείμενοςἐρρυμοτομημένος πρὸς ὀρθὰς γωνίας, ὥστ᾽ ἀφ᾽ ἑνὸς λίθου κατὰ μέσονἱδρυμένου τὸ γυμνάσιον τὰς τέτταραςὁρᾶσθαι πύλας. μικρὸν δ᾽ ὑπὲρ τῆςἈσκανίας λίμνης Ὀτροία πολίχνη, πρὸςτοῖς ὅροις ἤδη τῆς Βιθυνίας τοῖς πρὸς ἕω: εἰκάζουσι δ᾽ ἀπὸ Ὀτρέως Ὀτροίανκαλεῖσθαι.","The city is situated in a plain. Its shape is quadrangular, eleven stadia in circuit. It has four gates. Its streets are divided at right angles, so that the four gates may be seen from a single stone, set up in the middle of the Gymnasium. A little above the Ascanian lake is Otrcæa, a small town situated just on the borders of Bithynia towards the east. It is conjectured that Otrcæa was so called from Otreus."
Strabo,Geography,12.8.14,"ὑπὲρ δὲ τῆς Ἐπικτήτου πρὸς νότον ἐστὶνἡ μεγάλη Φρυγία, λείπουσα ἐν ἀριστερᾷτὴν Πεσσινοῦντα [p. 810] καὶ τὰ περὶὈρκαόρκους καὶ Λυκαονίαν, ἐν δεξιᾷ δὲΜαίονας καὶ Λυδοὺς καὶ Κᾶρας: ἐν ᾗἔστιν ἥ τε Παρώρειος λεγομένη Φρυγίακαὶ ἡ πρὸς Πισιδίᾳ καὶ τὰ περὶ Ἀμόριονκαὶ Εὐμένειαν καὶ Σύνναδα, εἶταἈπάμεια ἡ Κιβωτὸς λεγομένη καὶΛαοδίκεια, αἵπερ εἰσὶ μέγισται τῶν κατὰτὴν Φρυγίαν πόλεων: περίκειται δὲταύταις πολίσματα καὶ ... ἈφροδισιὰςΚολοσσαὶ Θεμισώνιον ΣαναὸςΜητρόπολις Ἀπολλωνιάς, ἔτι δὲἀπωτέρω τούτων Πέλται ΤάβαιΕὐκαρπία Λυσιάς. ","Synnada is not a large city. In front of it is a plain planted with olives, about 60 stadia in extent. Beyond is Docimia, a village, and the quarry of the Synnadic marble. This is the name given to it by the Romans, but the people of the country call it Docimite and Docimæan. At first the quarry produced small masses, but at present, through the extravagance of the Romans, pillars are obtained, consisting of a single stone and of great size, approaching the alabastrite marble in variety of colours; although the distant carriage of such heavy loads to the sea is difficult, yet both pillars and slabs of surprising magnitude and beauty are conveyed to Rome."
Strabo,Geography,13.1.16,"ἐν δὲ τῷ παράπλῳ τῷ ἀπὸ Παρίου εἰςΠρίαπον ἥ τε παλαιὰ Προκόννησός ἐστικαὶ ἡ νῦν Προκόννησος, πόλιν ἔχουσακαὶ μέταλλον μέγα λευκοῦ λίθουσφόδρα ἐπαινούμενον: τὰ γοῦνκάλλιστα τῶν ταύτῃ πόλεων ἔργα, ἐν δὲτοῖς πρῶτα τὰ ἐν Κυζίκῳ ταύτης ἐστὶτῆς λίθου.","In the voyage along the coast from Parium to Priapus are the ancient and the present Proconnesus,57 with a city, and a large quarry of white marble, which is much esteemed. The most beautiful works in the cities in these parts, and particularly those in Cyzicus, are constructed of this stone."
Strabo,Geography,13.1.38," οὐδὲν δ᾽ ἴχνος σώζεταιτῆς ἀρχαίας πόλεως. εἰκότως: ἅτε γὰρἐκπεπορθημένων τῶν κύκλῳ πόλεων, οὐ τελέως δὲ κατεσπασμένων, ταύτης δ᾽ἐκ βάθρων ἀνατετραμμένης, οἱ λίθοιπάντες εἰς τὴν ἐκείνων ἀνάληψινμετηνέχθησαν. Ἀρχαιάνακτα γοῦν φασιτὸν Μιτυληναῖον ἐκ τῶν ἐκεῖθεν λίθωντὸ Σίγειον τειχίσαι. τοῦτο δὲ κατέσχονμὲν Ἀθηναῖοι Φρύνωνα τὸνὀλυμπιονίκην πέμψαντες, Λεσβίωνἐπιδικαζομένων σχεδόν τι τῆςσυμπάσης Τρῳάδος: ὧν δὴ καὶ κτίσματάεἰσιν αἱ πλεῖσται τῶν κατοικιῶν, αἱ μὲνσυμμένουσαι καὶ [p. 840] νῦν αἱ δ᾽ἠφανισμέναι. Πιττακὸς δ᾽ ὁΜιτυληναῖος, εἷς τῶν ἑπτὰ σοφῶνλεγομένων, πλεύσας ἐπὶ τὸν Φρύνωναστρατηγὸν διεπολέμει τέως διατιθεὶςκαὶ πάσχων κακῶς56, ὕστερον δ᾽ ἐκμονομαχίας, προκαλεσαμένου τοῦΦρύνωνος, ἁλιευτικὴν ἀναλαβὼνσκευὴν συνέδραμε, καὶ τῷ μὲνἀμφιβλήστρῳ περιέβαλε τῇ τριαίνῃ δὲκαὶ τῷ ξιφιδίῳ ἔπειρε καὶ ἀνεῖλε. μένοντος δ᾽ ἔτι τοῦ πολέμου Περίανδροςδιαιτητὴς αἱρεθεὶς ὑπὸ ἀμφοῖν ἔλυσετὸν πόλεμον. ","No trace of the ancient city remains. This might be expected, for the cities around were devastated, but not entirely destroyed, whereas when Troy was overthrown from its foundation all the stones were removed for the reparation of the other cities. Archæanax of Mitylene is said to have fortified Sigeium with the stones brought from Troy. Sigeium was taken possession of by the Athenians, who sent Phryno, the victor in the Olympic games, at the time the Lesbians advanced a claim to nearly the whole Troad."
Plutarch,Caesar,47,"σημείων δὲ πολλῶν γενομένων τῆςΝίκης ἐπιφανέστατον ἱστορεῖται τὸ περὶΤράλλεις. ἐν γὰρ ἱερῷ Νίκης ἀνδριὰςεἱστήκει Καίσαρος, καὶ τὸ περὶ αὐτῷχωρίον αὐτό τε στερεὸν φύσει καὶ λίθῳσκληρῷ κατεστρωμένον ἦν ἄνωθεν ἐκτούτου λέγουσιν ἀνατεῖλαι φοίνικαπαρὰ τὴν βάσιν τοῦ ἀνδριάντος.","There were many portents of the victory, but the most remarkable one on record is that which was seen at Tralles. In that city's temple of Victory there stood a statue of Caesar, and the ground around it was itself naturally firm, and was paved with hard stone; yet from this it is said that a palm-tree shot up at the base of the statue.1"
Gaius Julius Caesar,Gallic Wars,7.69,"Ipsum erat oppidum Alesia in collesummo admodum edito loco, ut nisiobsidione expugnari non posse videretur. [2] Cuius collis radices duo duabus expartibus flumina subluebant. [3] Ante idoppidum planities circiter milia passuumtria in longitudinem patebat: [4] reliquisex omnibus partibus colles mediocriinteriecto spatio pari altitudinis fastigiooppidum cingebant. [5] Sub muro, quaepars collis ad orientem solem spectabat, hunc omnem locum copiae Gallorumcompleverant fossamque et maceriam sexin altitudinem pedum praeduxerant.","The town itself was situated on the top of a hill, in a very lofty position, so that it did not appear likely to be taken, except by a regular siege. Two rivers, on two different sides, washed the foot of the hill. Before the town lay a plain of about three miles in length; on every other side hills at a moderate distance, and of an equal degree of height, surrounded the town. The army of the Gauls had filled all the space under the wall, comprising a part of the hill which looked to the rising sun, and had drawn in front a trench and a stone wall six feet high. "
