Author,Work,Citation,Original,English
Strabo,Geography,9.3.8,"ἐπίφθονος δ᾽ ὢν ὁ πλοῦτος δυσφύλακτός ἐστικἂν ἱερὸς ᾖ. νυνί γέ τοι πενέστατόν ἐστι τὸ ἐνΔελφοῖς ἱερὸν χρημάτων γε χάριν, τῶν δ᾽ἀναθημάτων τὰ μὲν [p. 593] ἦρται τὰ δὲ πλείωμένει. πρότερον δὲ πολυχρήματον ἦν τὸ ἱερόν, καθάπερ Ὅμηρός τε εἴρηκεν ‘οὐδ᾽ ὅσα λάινοςοὐδὸς ἀφήτορος ἐντὸς ἐέργει Φοίβου ἈπόλλωνοςΠυθοῖ ἐνὶ πετρηέσσῃ,’ καὶ οἱ θησαυροὶ δηλοῦσικαὶ ἡ σύλησις ἡ γενηθεῖσα ὑπὸ τῶν Φωκέων, ἐξἧς ὁ Φωκικὸς καὶ ἱερὸς καλούμενος ἐξήφθηπόλεμος. αὕτη μὲν οὖν ἡ σύλησις γεγένηταικατὰ Φίλιππον τὸν Ἀμύντου: προτέραν δ᾽ ἄλληνὑπονοοῦσιν ἀρχαίαν, ἣ τὸν ὑφ᾽ Ὁμήρουλεγόμενον πλοῦτον ἐξεφόρησεν: οὐδὲ γὰρ ἴχνοςαὐτοῦ σωθῆναι πρὸς τοὺς ὕστερον χρόνους ἐν οἷςοἱ περὶ Ὀνόμαρχον καὶ Φάυλλον ἐσύλησαν τὸἱερόν, ἀλλὰ τὰ μὲν ... ἀπενεχθέντα νεώτεραἐκείνων εἶναι τῶν χρημάτων: ἀποκεῖσθαι γὰρ ἐνθησαυροῖς, ἀπὸ λαφύρων ἀνατεθέντα, ἐπιγραφὰς σώζοντα ἐν αἷς καὶ οἱ ἀναθέντες: ‘Γύγου’ γὰρ καὶ ‘Κροίσου’ καὶ ‘Συβαριτῶν’ καὶ ‘Σπινητῶν τῶν περὶ τὸν Ἀδρίαν,’ καὶ οὕτως ἐπὶτῶν ἄλλων. οὔτ ... ήκοι τὰ παλαιὰ χρήματαἀναμεμῖχθαι: ὡς καὶ ἄλλοι τόποι διασημαίνουσινὑπὸ τούτων σκευωρηθέντες τῶν ἀνδρῶν. ἔνιοι δὲτὸν ἀφήτορα δεξάμενοι λέγεσθαι θησαυρόν, ἀφήτορος δ᾽ οὐδὸν κατὰ γῆς θησαυρισμόν, ἐν τῷναῷ κατορωρύχθαι φασὶ τὸν πλοῦτον ἐκεῖνον, καὶ τοὺς περὶ τὸν Ὀνόμαρχον ἐπιχειρήσανταςἀνασκάπτειν νύκτωρ σεισμῶν γενομένωνμεγάλων ἔξω τοῦ ναοῦ φυγεῖν καὶ παύσασθαιτῆς ἀνασκαφῆς, ἐμβαλεῖν δὲ καὶ τοῖς ἄλλοιςφόβον τῆς τοιαύτης ἐπιχειρήσεως.","Homer testifies; Nor all the wealth, which the marblethreshold of Phœbus Apollo, the Archer, (Aphetor,)"
Strabo,Geography,17.1.6,"τὰ μὲν οὖν καθ᾽ ὅλου καὶ ἀνωτάτω περὶ τῆςΑἰγύπτου ταῦτα λέγομεν, τὰ καθ᾽ ἕκαστα δὲ καὶτὰς ἀρετὰς αὐτῆς νῦν διέξιμεν. ἐπεὶ δὲ τὸπλεῖστον τοῦ ἔργου τούτου καὶ τὸ κυριώτατον ἡἈλεξάνδρειά ἐστι καὶ τὰ περὶ αὐτήν, ἐντεῦθενἀρκτέον. ἔστι τοίνυν ἡ ἀπὸ Πηλουσίου παραλίαπρὸς τὴν ἑσπέραν πλέουσι μέχρι μὲν τοῦΚανωβικοῦ στόματος χιλίων που καὶ τριακοσίωνσταδίων, ὃ δὴ καὶ βάσιν τοῦ Δέλτα ἔφαμεν: ἐντεῦθεν δ᾽ ἐπὶ Φάρον τὴν νῆσον ἄλλοι στάδιοιπεντήκοντα [p. 1104] πρὸς τοῖς ἑκατόν. ἡ δὲΦάρος νησίον ἐστὶ παράμηκες, προσεχέστατοντῇ ἠπείρῳ, λιμένα πρὸς αὐτὴν ποιοῦνἀμφίστομον. ᾐὼν γάρ ἐστι κολπώδης, ἄκρας εἰςτὸ πέλαγος προβεβλημένη δύο: τούτων δὲμεταξὺ ἡ νῆσος ἵδρυται κλείουσα τὸν κόλπον, παραβέβληται γὰρ αὐτῷ κατὰ μῆκος: τῶν δ᾽ἄκρων τῆς Φάρου τὸ μὲν ἑῷον μᾶλλόν ἐστιπροσεχὲς τῇ ἠπείρῳ καὶ τῇ κατ᾽ αὐτὴν ἄκρᾳ （καλεῖται δ᾽ ἄκρα Λοχιάς）, καὶ ποιεῖ τὸνλιμένα ἀρτίστομον: πρὸς δὲ τῇ στενότητι τοῦμεταξὺ πόρου καὶ πέτραι εἰσὶν αἱ μὲν ὕφαλοι αἱδὲ καὶ ἐξέχουσαι, τραχύνουσαι πᾶσαν ὥραν τὸπροσπῖπτον ἐκ τοῦ πελάγους κλυδώνιον. ἔστι δὲκαὶ αὐτὸ τὸ τῆς νησῖδος ἄκρον πέτραπερίκλυστος, ἔχουσα πύργον θαυμαστῶςκατεσκευασμένον λευκοῦ λίθου πολυώροφον, ὁμώνυμον τῇ νήσῳ: τοῦτον δ᾽ ἀνέθηκεΣώστρατος Κνίδιος, φίλος τῶν βασιλέων, τῆς τῶνπλοιζομένων σωτηρίας χάριν, ὥς φησιν ἡἐπιγραφή4. ἀλιμένου γὰρ οὔσης καὶ ταπεινῆς τῆςἑκατέρωθεν παραλίας, ἐχούσης δὲ καὶ χοιράδαςκαὶ βράχη τινά, ἔδει σημείου τινὸς ὑψηλοῦ καὶλαμπροῦ τοῖς ἀπὸ τοῦ πελάγους προσπλέουσινὥστ᾽ εὐστοχεῖν τῆς εἰσβολῆς τοῦ λιμένος. καὶ τὸἑσπέριον δὲ στόμα οὐκ εὐείσβολόν ἐστιν, οὐ μὴντοσαύτης γε δεῖται προνοίας: ποιεῖ δὲ καὶ τοῦτοἄλλον λιμένα τὸν τοῦ Εὐνόστου καλούμενον: πρόκειται δ᾽ οὗτος τοῦ ὀρυκτοῦ καὶ κλειστοῦλιμένος: ὁ μὲν γὰρ ἐκ τοῦ λεχθέντος πύργου τῆςΦάρου τὸν εἴσπλουν ἔχων ὁ μέγας ἐστὶ λιμήν:οὗτοι δὲ συνεχεῖς ἐν βάθει ἐκείνῳ, τῷἑπτασταδίῳ καλουμένῳ χώματι διειργόμενοι ἀπ᾽αὐτοῦ παράκεινται: τὸ δὲ χῶμά ἐστιν ἀπὸ τῆςἠπείρου γέφυρα ἐπὶ τὴν [p. 1105] νῆσον κατὰ τὸἑσπέριον αὐτῆς μέρος ἐκτεταμένη, δύο διάπλουςἀπολείπουσα μόνον εἰς τὸν Εὐνόστου λιμένα καὶαὐτοὺς γεγεφυρωμένους: ἦν δ᾽ οὐ γέφυρα μόνονἐπὶ τὴν νῆσον τὸ ἔργον τοῦτο, ἀλλὰ καὶὑδραγώγιον, ὅτε γε ᾠκεῖτο: νῦν δ᾽ ἠρήμωσεναὐτὴν ὁ θεὸς Καῖσαρ ἐν τῷ πρὸς Ἀλεξανδρέαςπολέμῳ τεταγμένην μετὰ τῶν βασιλέων: ὀλίγοιδ᾽ οἰκοῦσι πρὸς τῷ πύργῳ ναυτικοὶ ἄνδρες. ὁγοῦν μέγας λιμὴν πρὸς τῷ κεκλεῖσθαι καλῶς τῷτε χώματι καὶ τῇ φύσει ἀγχιβαθής τέ ἐστιν ὥστετὴν μεγίστην ναῦν ἐπὶ κλίμακος ὁρμεῖν, καὶ εἰςπλείους σχίζεται λιμένας. οἱ μὲν οὖν πρότεροιτῶν Αἰγυπτίων βασιλεῖς ἀγαπῶντες οἷς εἶχον καὶοὐ πάνυ ἐπεισάκτων δεόμενοι, διαβεβλημένοιπρὸς ἅπαντας τοὺς πλέοντας καὶ μάλιστα τοὺςἝλληνας （πορθηταὶ γὰρ ἦσαν καὶ ἐπιθυμηταὶτῆς ἀλλοτρίας κατὰ σπάνιν γῆς）, ἐπέστησανφυλακὴν τῷ τόπῳ τούτῳ κελεύσαντες ἀπείργειντοὺς προσιόντας: κατοικίαν δ᾽ αὐτοῖς ἔδοσαν τὴνπροσαγορευομένην Ῥακῶτιν, ἣ νῦν μὲν τῆςἈλεξανδρέων πόλεώς ἐστι μέρος τὸὑπερκείμενον τῶν νεωρίων, τότε δὲ κώμηὑπῆρχε: τὰ δὲ κύκλῳ τῆς κώμης βουκόλοιςπαρέδοσαν δυναμένοις καὶ αὐτοῖς κωλύειν τοὺςἔξωθεν ἐπιόντας. ἐπελθὼν δὲ Ἀλέξανδρος, ἰδὼντὴν εὐκαιρίαν ἔγνω τειχίζειν ἐπὶ τῷ λιμένι τὴνπόλιν: τῆς δ᾽ ὕστερον ἐπηκολουθηκυίαςεὐδαιμονίας τῇ πόλει μνημονεύουσί τι σημεῖονκατὰ τὴν ὑπογραφὴν τοῦ κτίσματος συμβάν: τῶνγὰρ ἀρχιτεκτόνων γῇ λευκῇ διασημαινομένωντὴν τοῦ περιβόλου γραμμήν, ἐπιλιπούσης τῆςγῆς καὶ τοῦ βασιλέως ἐπιόντος, οἱ διοικηταὶ τῶνἀλφίτων μέρος τῶν παρεσκευασμένων τοῖςἐργάταις παρέσχον, δι᾽ ὧν καὶ αἱ ὁδοὶκατετμήθησαν εἰς πλείους: τοῦτ᾽ οὖν οἰωνίσθαιλέγονται πρὸς ἀγαθοῦ γεγονός.","the same name as the island, admirably constructed of white marble, with several stories. Sostratus of Cnidus, a friend of"
M. Tullius Cicero,For Aemilius Scaurus,"Scaur., 2",,"Moreover, I, who have pillars of Alban marble, brought them up in panniers! [What"
M. Tullius Cicero,On his House,"Dom., 24","nihil erat latum de me; non adesse eram iussus, non citatus afueram; eram etiam tuo iudicio civisincolumis, cum domus in Palatio, villa inTusculano, altera ad alterum consulemtransferebatur—scilicet eos consules vocabant1—columnae marmoreae ex aedibus meisinspectante populo Romano ad socrum consulisportabantur, in fundum autem vicini consulis noninstrumentum aut ornamenta villae, sed etiamarbores transferebantur, cum ipsa villa nonpraedae cupiditate —quid enim erat praedae?",the consuls; decrees of the senate were flying about; marble columns from my house were carried off to the
Ovid,Metamorphoses,1.163,,"When the Gods were seated, therefore, in its marblehalls the King of all above the throng"
Vergil,Aeneid,1.423-29,"Instant ardentes Tyrii pars ducere muros,
molirique arcem et manibus subvolvere saxa,
425pars optare locum tecto et concludere sulco.
Iura magistratusque legunt sanctumque senatum;
hic portus alii effodiunt; hic alta theatris
fundamenta locant alii, immanisque columnas
rupibus excidunt, scaenis decora alta futuris.","Lay deep foundations for a theater; From marblequarries mighty columns hew, For ornaments of scenes"
Vergil,Aeneid,1.453-4,"aerea cui gradibus surgebant limina, nexaeque
aere trabes, foribus cardo stridebat aenis.","made the place divine. On brazen steps the marblethreshold rose, And brazen plates the cedar beams"
Vergil,Aeneid,1.592-3,"quale manus addunt ebori decus, aut ubi flavo
argentum Pariusve lapis circumdatur auro.","polish'd ivory, beauteous to behold, Or Parian marble, when enchas'd in gold: Thus radiant from"
Vergil,Aeneid,3.124-7,"Linquimus Ortygiae portus, pelagoque volamus,
125bacchatamque iugis Naxon viridemque Donysam,
Olearon, niveamque Paron, sparsasque per aequor
Cycladas, et crebris legimus freta consita terris.","and sail in sight Of Paros ' isle, with marble quarries white. We pass the scatter'd isles"
Vergil,Aeneid,4.457-9,"Praeterea fuit in tectis de marmore templum
coniugis antiqui, miro quod honore colebat,
velleribus niveis et festa fronde revinctum:","ev'n her sister, she conceal'd. A marble temple stood within the grove, Sacred to death"
Vergil,Aeneid,6.69-70,"Tum Phoebo et Triviae solido de marmore templum
instituam, festosque dies de nomine Phoebi.","Phoebus and his sister pale A temple all of marble shall be given, And festal days to Phoebus"
Vergil,Eclogues,7,"Corydon
Saetosi caput hoc apri tibi, Delia, parvus
30et ramosa Micon vivacis cornua cervi.
Si proprium hoc fuerit, levi de marmore tota
puniceo stabis suras evincta coturno.
Thyrsis
Sinum lactis et haec te liba, Priape, quotannis
exspectare sat est: custos es pauperis horti.
35Nunc te marmoreum pro tempore fecimus; at tu,
si fetura gregem suppleverit, aureus esto.","his luck but hold, full-length in polished marble, ankle-bound with purple buskin, shall thy statue ... man's plot. Wrought for a while in marble, if the flock at lambing time be filled,"
Vergil,Georgics,3.1.12-5,"primus Idumaeas referam tibi, Mantua, palmas,
et viridi in campo templum de marmore ponam
propter aquam. Tardis ingens ubi flexibus errat
Mincius et tenera praetexit arundine ripas.","thee back the palms Of Idumaea, and raise a marbleshrine On thy green plain fast by the ... 's either shore. And breathing forms of Parian marble there Shall stand, the offspring of Assaracus,"
Ovid,"Art of Love, Remedy of Love, Art of Beauty, Court of Love, History of Love, Amours","Court., 0",,"large and strong, Vast were the domes, the marbleturrets long; But gold and jewels hid the"
Vitruvius,Ten Books on Architecture,1.2.8,"Distributio autem est copiarum locique commodadispensatio parcaque in operibus sumptus rationetemperatio. haec ita observabitur, si primumarchitectus ea non quaeret, quae non poteruntinveniri aut parari nisi magno. namque nonomnibus locis harenae fossiciae nec caementorumnec abietis nec sappinorum nec marmoris copiaest, sed aliud alio loco nascitur, quorumcomportationes difficiles sunt et sumptuosae. utendum autem est, ubi non est harena fossicia, fluviatica aut marina lota; inopiae quoque abietisaut sappinorum vitabuntur utendo cupresso, populo, ulmo, pinu; reliquaque his similiter eruntexplicanda.","there is plenty of pitsand, rubble, fir, clear fir, and marble, since they are produced in different places and to"
Vitruvius,Ten Books on Architecture,1.6.4,"Nonnullis placuit esse ventos quattuor: ab orienteaequinoctiali solanum, a meridie austrum, aboccidente aequinoctiali favonium, abseptentrionali septentrionem. sed qui diligentiusperquisierunt, tradiderunt eos esse octo, maximequidem Andronicus Cyrrestes, qui etiamexemplum conlocavit Athenis turrem marmoreamoctagonon et in singulis lateribus octagonisingulorum ventorum imagines excalptas contrasuos cuiusque flatus designavit, supraque eamturrim metam marmoream perfecit et insuperTritonem aereum conlocavit dextra manu virgamporrigentem, et ita est machinatus, uti ventocircumageretur et semper contra flatumconsisteret supraque imaginem flantis ventiindicem virgam teneret.","such was Andronicus of Cyrrhus who in proof built the marble octagonal tower in Athens . On the several sides ... of the tower he set a conical shaped piece of marble and on this a bronze Triton with a rod ... 6. In the middle of the city place a marble amussium, laying it true by the level, or else"
Vitruvius,Ten Books on Architecture,1.6.6,"Conlocetur ad libellam marmoreum amusiummediis moenibus, aut locus ita expoliatur adregulam et libellam, ut amusium non desideretur, supraque eius loci centrum medium conloceturaeneus gnomon, indagator umbrae qui graeceσκιαθήρας dicitur. huius antemeridiana circiterhora quinta sumenda est extrema gnomonisumbra et puncto signanda, deinde circino diductoad punctum, quod est gnomonis umbraelongitudinis signum, ex eoque a centrocircumagenda linea rotundationis. itemqueobservanda postmeridiana istius gnomoniscrescens umbra, et cum tetigerit circinationislineam et fecerit parem antemeridianae umbraepostmeridianam, signanda puncto.","In the middle of the city place a marble amussium, laying it true by the level, or else let the spot be made so true by means of rule and level that no amussium is necessary. In the very centre of that spot set up a bronze gnomon or “shadow tracker” (in Greek σκιαθήρας). At about the fifth hour in the morning, take the end of the shadow cast by this gnomon, and mark it with a point. Then, opening your compasses to this point which marks the length of the gnomon's shadow, describe a circle from the centre. In the afternoon watch the shadow of your gnomon as it lengthens, and when it once more touches the circumference of this circle and the shadow in the afternoon is equal in length to that of the morning, mark it with a point."
Vitruvius,Ten Books on Architecture,2.8.3,"Id autem licet animadvertere etiam de nonnullismonumentis, quae circa urbem facta sunt emarmore seu lapidibus quadratis intrinsecusquemedio calcata: structuris vetustate evanida factamateria caementorumque exsucta raritate, proruunt et coagmentorum ab ruina dissolutisiuncturis dissipantur."," in the environs of the city, which are built of marbleor dimension stone, but on the inside packed with ... that most potent king Mausolus, though decorated throughout with Proconnesian marble, has walls built of brick which are to ... not only of masonry or dimension stone but even of marble, I think that one ought not to reject buildings"
Vitruvius,Ten Books on Architecture,3.3.5,"In araeostylis autem nec lapideis nec marmoreisepistyliis uti datur, sed inponendae de materiatrabes perpetuae. et ipsarum aedium species suntvaricae, barycephalae, humiles, latae, ornanturquesignis fictilibus aut aereis inauratis earum fastigiatuscanico more, uti est ad Circum MaximumCereris et Herculis Pompeiani, item Capitolii.","In araeostyles we cannot employ stone or marble for the architraves, but must have a series of wooden beams laid upon the columns. And moreover, in appearance these temples are clumsy-roofed, low, broad, and their pediments are adorned in the Tuscan fashion with statues of terra-cotta or gilt bronze: for example, near the Circus Maximus, the temple of Ceres and Pompey's temple of Hercules; also the temple on the Capitol."
Vitruvius,Ten Books on Architecture,4.2.2,"Ita unaquaeque res et locum et genus et ordinemproprium tuetur. e quibus rebus et a materiaturafabrili in lapideis et marmoreis aedium sacrarumaedificationibus artifices dispositiones eorumscalpturis sunt imitati et eas inventionespersequendas putaverunt. ideo, quod antiqui fabriquodam in loco aedificantes, cum ita abinterioribus parietibus ad extremas partes tignaprominentia habuissent conlocata, inter tignastruxerunt supraque coronas et fastigia venustiorespecie fabrilibus operibus ornaverunt, tumproiecturas tignorum, quantum eminebant, adlineam et perpendiculum parietum praesecuerunt, quae species cum invenusta îs visa esset, tabellasita formatas, uti nunc fiunt triglyphi, contratignorum praecisiones in fronte fixerunt et eas ceracaerulea depinxerunt, ut praecisiones tignorumtectae non offenderent visum: ita divisionestriglyphorum et metoparum tignorum dispositioneet intertigniûm habere in doricis operibuscoeperunt.","Thus each and every detail has a place, origin, and order of its own. In accordance with these details, and starting from carpenter's work, artists in building temples of stone and marble imitated those arrangements in their sculptures, believing that they must follow those inventions. So it was that some ancient carpenters, engaged in building somewhere or other, after laying the tie-beams so that they projected from the inside to the outside of the walls, closed up the space between the beams, and above them ornamented the coronae and gables with carpentry work of beauty greater than usual; then they cut off the projecting ends of the beams, bringing them into line and flush with the face of the walls; next, as this had an ugly look to them, they fastened boards, shaped as triglyphs are now made, on the ends of the beams, where they had been cut off in front, and painted them with blue wax so that the cutting off of the ends of the beams, being concealed, would not offend the eye. Hence it was in imitation of the arrangement of the tie-beams that men began to employ, in Doric buildings, the device of triglyphs and the metopes between the beams."
Vitruvius,Ten Books on Architecture,4.3.1,"Nonnulli antiqui architecti negaverunt doricogenere aedes sacras oportere fieri, quod mendosaeet disconvenientes in his symmetriaeconficiebantur. itaque negavit Arcesius, itemPytheos, non minus Hermogenes. nam is cumparatam habuisset marmoris copiam in doricaeaedis perfectionem, commutavit ex eadem copia eteam ionicam Libero Patri fecit. sed tamen nonquod invenusta est species aut genus aut formaedignitas, sed quod inpedita est distributio etincommoda in opere triglyphorum etlacunariorum distributione.","SOME of the ancient architects said that the Doric order ought not to be used for temples, because faults and incongruities were caused by the laws of its symmetry. Arcesius and Pytheos said so, as well as Hermogenes. He, for instance, after getting together a supply of marble for the construction of a Doric temple, changed his mind and built an Ionic temple to Father Bacchus with the same materials. This is not because it is unlovely in appearance or origin or dignity of form, but because the arrangement of the triglyphs and metopes (lacunaria) is an embarrassment and inconvenience to the work. . For the triglyphs ought to be placed so as to correspond to the centres of the columns, and the metopes between the triglyphs ought to be as broad as they are high. But in violation of this rule, at the corner columns triglyphs are placed at the outside edges and not corresponding to the centre of the columns. Hence the metopes next to the corner columns do not come out perfectly square, but are too broad by half the width of a triglyph. Those who would make the metopes all alike, make the outermost intercolumniations narrower by half the width of a triglyph. But the result is faulty, whether it is attained by broader metopes or narrower intercolumniations. For this reason, the ancients appear to have avoided the scheme of the Doric order in their temples."
Vitruvius,Ten Books on Architecture,4.4.1,"Distribuitur autem longitudo aedis, uti latitudo sitlongitudinis dimidiae partis, ipsaque cella partequarta longior sit, quam est latitudo, cum pariete, qui paries valvarum habuerit conlocationem. reliquae tres partes pronai ad antas parietumprocurrant, quae antae columnarum crassitudinemhabere debent. et si aedes erit latitudine maiorquam pedes XX, duae columnae inter duas antasinterponantur, quae disiungant pteromatos etpronai spatium. item intercolumnia tria, quaeerunt inter antas et columnas, pluteis marmoreissive ex intestino opere factis intercludantur, ita utifores habeant, per quas itinera pronao fiant.","THE length of a temple is adjusted so that its width may be half its length, and the actual cella one fourth greater in length than in width, including the wall in which the folding doors are placed. Let the remaining three parts, constituting the pronaos, extend to the antae terminating the walls, which antae ought to be of the same thickness as the columns. If the temple is to be more than twenty feet in width, let two columns be placed between the two antae, to separate the pteroma from the pronaos. The three intercolumniations between the antae and the columns should be closed by low walls made of marble or of joiner's work, with doors in them to afford passages into the pronaos."
Vitruvius,Ten Books on Architecture,5.1.1,"Graeci in quadrato amplissimis et duplicibusporticibus fora constituunt crebrisque columnis etlapideis aut marmoreis epistyliis adornant et supraambulationes in contignationibus faciunt. Italiaevero urbibus non eadem est ratione faciendum, ideo quod a maioribus consuetudo tradita estgladiatoria munera in foro dari."," THE Greeks lay out their forums in the form of a square surrounded by very spacious double colonnades, adorn them with columns set rather closely together, and with entablatures of stone or marble, and construct walks above in the upper story. But in the cities of Italy the same method cannot be followed, for the reason that it is a custom handed down from our ancestors that gladiatorial shows should be given in the forum."
Vitruvius,Ten Books on Architecture,5.3.3,"Fundamentorum autem, si in montibus fuerint, facilior erit ratio; sed si necessitas coegerit in planoaut palustri loco ea constitui, solidationessubstructionesque ita erunt faciendae, quemadmodum de fundationibus aediumsacrarum in tertio libro est scriptum. insuperfundamenta lapideis et marmoreis copiisgradationes ab substructione fieri debent.","The foundation walls will be an easier matter if they are on a hillside; but if they have to be laid on a plain or in a marshy place, solidity must be assured and substructures built in accordance with what has been written in the third book, on the foundations of temples. Above the foundation walls, the ascending rows of seats, from the substructures up, should be built of stone and marble materials."
Vitruvius,Ten Books on Architecture,5.5.7,"Dicet aliquis forte multa theatra quotannis Romaefacta esse neque ullam rationem harum rerum in hisfuisse; sed errabit in eo, quod omnia publica ligneatheatra tabulationes habent complures, quas necesseest sonare. hoc vero licet animadvertere etiam abcitharoedis, qui, superiore tono cum volunt canere, avertunt se ad scaenae valvas et ita recipiunt ab earumauxilio consonantiam vocis. cum autem ex solidisrebus theatra constituuntur, id est ex structuracaementorum, lapide, marmore, quae sonare nonpossunt, tunc echeis hae rationes sunt explicandae."," theatres are built of solid materials like masonry, stone, or marble, which cannot be resonant, then the principles of the"
Vitruvius,Ten Books on Architecture,5.6.7,"Nec tamen in omnibus theatris symmetriae ad omnesrationes et effectus possunt respondere, sed oportetarchitectum animadvertere, quibus proportionibusnecesse sit sequi symmetriam et quibus ad locinaturam aut magnitudinem operis temperari. suntenim res, quas et in pusillo et in magno theatronecesse est eadem magnitudine fieri propter usum, utigradus. diazomata, pluteos, itinera, ascensus, pulpita, tribunalia et si qua alia intercurrunt, ex quibusnecessitas cogit discedere ab symmetria, ne inpediaturusus, non minus si qua exiguitate copiarum, id estmarmoris, materiae reliquarumque rerum, quaeparantur in opere defuerint, paulum demere autadicere, dum id ne nimium inprobe fiat sed cum sensu, non erit alienum. hoc autem erit, si architectus erit usuperitus, praeterea ingenio mobili sollertiaque nonfuerit viduatus.","the work any of the material fall short, such as marble, timber, or anything else that is provided, it will"
Vitruvius,Ten Books on Architecture,7.0.16,"Nam quattuor locis sunt aedium sacrarum marmoreisoperibus ornatae dispositiones, e quibus propriae dehis nominationes clarissima fama nominantur quorumexcellentiae prudentesque cogitationum apparatussuspectus habent in deorum σημαντικοῖς.","in fact, four places possessing temples embellished with workmanship in marble that causes them to be mentioned in a class ... rules of the art. If this building had been of marble, so that besides the refinement of its art it"
Vitruvius,Ten Books on Architecture,7.0.17,"id vero si marmoreum fuisset, ut haberet, quemadmodum ab arte subtilitatem, sic abmagnificentia et inpensis auctoritatem, in primis etsummis operibus nominaretur."," If this building had been of marble, so that besides the refinement of its art it possessed the dignity coming from magnificence and great outlay, it would be reckoned among the first and greatest of works."
Vitruvius,Ten Books on Architecture,7.1.4,"Cum ea structa fuerint et fastigia sua ex structionehabuerint, ita fricentur, uti, si sectilia sint, nulli gradusin scutulis aut trigonis aut quadratis seu favis extent, sed coagmentorum compositio planam habeat inter sedirectionem, si tesseris structum erit, ut eae omnesangulos habeant aequales; cum enim anguli nonfuerint omnes aequaliter plani, non erit exacta, utoportet, fricatura. item testacea spicata tiburtina suntdiligenter exigenda, ut ne habeant lacunas necextantes tumulos, sed sint extenta et ad regulamperfricata. super fricaturam, levigationibus et polituriscum fuerint perfecta, incernatur marmor, et supraloricae ex calce et harena inducantur.","by means of the smoothing and polishing processes, sift powdered marble on top, and lay on a coating of lime"
Vitruvius,Ten Books on Architecture,7.3.3,"Cameris dispositis et intextis imum caelum earum trullissetur, deinde harena dirigatur, postea autem creta aut marmore poliatur.
Cum camerae politae fuerint, sub eas coronae sunt subiciendae, quas maxime tenues et subtiles oportere fieri videbitur; cum enim grandes sunt, pondere deducuntur nec possunt se sustinere. in hisque minime gypsum debet admisceri, sed ex creto marmore uno tenore perduci, uti ne praecipiendo non patiatur uno tenore opus inarescere. etiamque cavendae sunt in cameris †priscorum dispositiones, quod earum planitiae coronarum gravi pondere inpendentes sunt periculosae.","sand mortar, and afterwards polish it off with the powdered marble. After the vaultings have been polished, set the impost ... by no means be used in their composition, but powdered marble should be laid on uniformly, lest gypsum, by setting ... we must make the mixture for the layers of powdered marble, the mortar being so tempered that when mixed it ... freely and clean from the mortar trough. After this powdered marble has been spread on and gets dry, lay on ... by three coats of sand mortar and as many of marble, will not possibly be liable to cracks or to ... smoothness of it, due to the hard and dazzling white marble, will bring out in brilliant splendour the colours which ... only one coat of sand mortar and one of fine marble have been spread on, its thin layer is easily"
Vitruvius,Ten Books on Architecture,7.3.6,"Cum ab harena praeter trullissationem non minustribus coriis fuerit deformatum, tunc e marmoregraneo directiones sunt subigendae, dum ita materiestemperetur, uti, cum subigatur, non haereat adrutrum, sed purum ferrum e mortario liberetur. grandiinducto et inarescente alterum corium mediocredirigatur; id cum subactum fuerit et bene fricatum, subtilius inducatur. ita cum tribus coriis harenae etitem marmoris solidati parietes fuerint, neque rimas, neque aliud vitium in se recipere poterunt,","When not less than three coats of sand mortar, besides the rendering coat, have been laid on, then, we must make the mixture for the layers of powdered marble, the mortar being so tempered that when mixed it does not stick to the trowel, but the iron comes out freely and clean from the mortar trough. After this powdered marble has been spread on and gets dry, lay on a medium second coat. When that has been applied and well rubbed down, spread on a finer coat. The walls, being thus rendered solid by three coats of sand mortar and as many of marble, will not possibly be liable to cracks or to any other defect."
Vitruvius,Ten Books on Architecture,7.3.7,"sed et liaculorum subactionibus fundata soliditatemarmorisque candore firmo levigata, coloribus cumpolitionibus inductis nitidos expriment splendores. colores autem, udo tectorio cum diligenter suntinducti, ideo non remittunt sed sunt perpetuopermanentes, quod calx, in fornacibus excocto liquorefacta raritatibus evanida, ieiunitate coacta corripit inse quae res forte contigerunt, mixtionibusque ex aliispotestatibus conlatis seminibus seu principiis unasolidescendo, in quibuscumque membris est formatacum fit arida, redigitur, uti sui generis propriasvideatur habere qualitates.","And further, such walls, owing to the solid foundation given by thorough working with polishing instruments, and the smoothness of it, due to the hard and dazzling white marble, will bring out in brilliant splendour the colours which are laid on at the same time with the polishing. These colours, when they are carefully laid on stucco still wet, do not fade but are permanent. This is because the lime, having had its moisture burned out in the kiln, becomes porous and loses its strength, and its dryness makes it take up anything that may come in contact with it. On mixing with the seeds or elements that come from other substances, it forms a solid mass with them and, no matter what the constituent parts may then be, it must, obviously, on becoming dry, possess the qualities which are peculiar to its own nature."
