 lilac, syringa spp. (syringa vulgaris),native to europe and asia; cultivated in many temperate areas worldwide,2,8,m,0.1,0.2,m,945,kg/m3,"10,440",n,,,,,,,,,,,,,,,,,,,,,,
" limba, black limba, white limba, korina, afara", terminalia superba, tropical western africa,20,30,m,1.5,2.2,m,555,kg/m3,"2,990",n,86.2,mpa,10.49,gpa,45.4,mpa,radial,4.3,tangential,6.3,volumetric,10.8,"rated as non-durable, and alsosusceptibleto insect attack."," easy to work with both hand and machine tools. contains a small amount of silica, but blunting effect on cutters is usually small. glues and finishes well."," veneer, plywood, furniture, musical instruments (electric guitar bodies), and turned objects.",,,,,,,
" limba, black limba, white limba, korina, afara", terminalia superba, tropical western africa,20,30,m,1.5,2.2,m,555,kg/m3,"2,990",n,86.2,mpa,10.49,gpa,45.4,mpa,radial,4.3,tangential,6.3,volumetric,10.8,"rated as non-durable, and alsosusceptibleto insect attack."," easy to work with both hand and machine tools. contains a small amount of silica, but blunting effect on cutters is usually small. glues and finishes well."," veneer, plywood, furniture, musical instruments (electric guitar bodies), and turned objects.",,,,,,,
" basswood, american basswood, lime, linden", tilia americana, eastern north america,20,37,m,1,1.2,m,415,kg/m3,"1,824",n,60,mpa,10.07,gpa,32.6,mpa,radial,6.6,tangential,9.3,volumetric,15.8, basswood is rated as being non-durable in regard to heartwood decay.,"easy to work, being very soft and light. perhaps one of the most suitable wood species for hand carving. basswood also glues and finishes well, but has poor steam bending and nail holding characteristics."," carvings, lumber,musical instruments (electric guitar bodies), veneer, plywood, and wood pulp and fiber products.",,,,,,,
" european lime, common lime, common linden", tilia x europaea (hybrid of tilia platyphyllos and t. cordata; syn. t. vulgaris), europe,20,40,m,1.5,2,m,535,kg/m3,"3,100",n,85.4,mpa,11.71,gpa,44.8,mpa,radial,5,tangential,7.5,volumetric,12, european lime is rated as being non-durable in regard to heartwood decay.," easy to work, being very soft and light, though sharp cutters must be used during planing or other shaping operations to avoid fuzzy surfaces. perhaps one of the most suitable wood species for hand carving. european lime also glues and finishes well."," carvings, veneer, plywood, cutting boards, hat racks, musical instruments, and turned objects.",,,,,,,
" black locust, robinia, false acacia", robinia pseudoacacia, central-eastern united states (also widely naturalized in many temperate areas worldwide),20,30,m,0.6,1,m,770,kg/m3,"7,560",n,133.8,mpa,14.14,gpa,70.3,mpa,radial,4.6,tangential,7.2,volumetric,10.2," rated as very durable in regard to decay resistance, with good weathering characteristics. frequently used as fence posts for its outdoor longevity."," overall working characteristics for black locust are mixed although the grain is usually straight, its high density and hardness can make it difficult to machine. black locust also has a moderate blunting effect on cutting edges. responds very well to both lathe turning and steam bending; glues and finishes well."," fence posts, boatbuilding, flooring, furniture, mine timbers, railroad ties, turned objects, and veneer.",,,,,,,
 honey locust, gleditsia triacanthos, south-central and eastern united states,20,25,m,0.6,1,m,755,kg/m3,"7,030",n,101.4,mpa,11.24,gpa,51.7,mpa,radial,4.2,tangential,6.6,volumetric,10.8, rated as moderately durable to durable; susceptible to insect attacks.,"honey locust can be difficult to work with hand and machine tools on account of its density, though it generally produces good results. turns, glues, stains, and finishes well."," furniture, fence posts, utility lumber, and turned objects.",,,,,,,
"louro preto, laurel negro","cordia spp. (c.megalantha, c.glabrata)","tropical americas, southward to brazil",15,20,m,0.6,1,m,845,kg/m3,"9,790",n,121.5,mpa,10.9,gpa,63.9,mpa,radial,4,tangential,7.4,volumetric,11.6, rated as very durable.,"some species may contain silica that will dull cutters. on the whole, louro preto is easily worked and machined with good results. although it has a fairly high amount of natural oils present, gluing is usually problem-free.  oily tropical hardwoodsfor more information.) turns and finishes well.","furniture, cabinetry, veneer, and turned objects.",,,,,,,
 lyptus, eucalyptus urograndis (eucalyptus grandis x e. urophylla hybrid), grown on plantations in brazil,20,30,m,1,1.2,m,850,kg/m3,"6,330",n,118,mpa,14.13,gpa,59.6,mpa,radial,8.2,tangential,12.8,volumetric,21," mixed reports, with most sources rating the heartwood as moderately durable in regard to decay resistance, though it is susceptible to insect attack."," generally easy to work, though it can burn easily. glues, stains, and finishes well."," flooring, lumber, interior millwork, cabinetry, plywood, and turned objects.",,,,,,,
" macacauba, macawood, hormigo, orange agate"," platymiscium spp. <br />(p. dimorphandrum,p.pinnatum, p. trinitatis,p. ulei)", central and south america,20,25,m,0.6,1,m,950,kg/m3,"12,030",n,148.6,mpa,19.56,gpa,80.7,mpa,radial,2.8,tangential,4.2,volumetric,7.2," heartwood is rated as durable to very durable regarding decay resistance, with good resistance to insect attacks as well."," overall, good working characteristics for both hand and machine tools, though areas of interlocked grain should be approached with care to avoid tearout. able to take a very high natural polish. turns and glues well."," furniture, cabinetry, veneer, musical instruments, turned objects, and small specialty wood items.",,,,,,,
"macadamia nut, macadamia",macadamia spp. (m.integrifolia),native to eastern australia (also cultivated in hawaii and other tropical areas),6,12,m,0.3,0.5,m,705,kg/m3,"10,230",n,,,,,,,,,,,,,,,,,,,,,,
" machiche, black cabbagebark", lonchocarpus spp., throughout tropical america,20,30,m,0.6,1,m,890,kg/m3,"12,010",n,173.8,mpa,18.93,gpa,86.2,mpa,radial,3.9,tangential,8.2,volumetric,13," machiche's durability can vary depending on species, but is generally considered to be very durable, andresistantto insect attack."," despite machiche's high density, it typically is easy to work. as in all cases of interlocked or irregular grain, care must be taken to avoid tearout, but machining results are generally good. turns, glues, and finishes well."," decking, flooring,furniture, as well as heavy construction in areas within its natural range.",,,,,,,
" madrone, pacific madrone", arbutus menziesii, western coast of north america,15,24,m,0.6,1,m,795,kg/m3,"6,490",n,71.7,mpa,8.48,gpa,47.4,mpa,radial,5.6,tangential,12.4,volumetric,18.1, madrone is rated as non-durable to perishable with regard to decay resistance.," madrone is easy to work with machine and hand tools, and compares similarly to hard maple in working characteristics. the wood can be difficult to dry, and has a tendency to warp or twist. madrone is an excellent turning wood, and also takes stains and finishes well.however, water-based glue joints should be thoroughly dry before further machining to avoid subsequent sunken glue lines."," veneer, turned objects, and other small specialty objects.",,,,,,,
" cucumbertree, cucumber magnolia", magnoliaacuminata, eastern united states,15,24,m,0.6,1,m,530,kg/m3,"3,110",0n,84.8,mpa,12.55,gpa,43.5,mpa,radial,5.2,tangential,8.8,volumetric,13.6," rated as non-durable to perishable regarding decay resistance, and alsosusceptibleto insect attack."," generally easy to work with both hand and machine tools. turns, glues, stains, and finishes well."," veneer, plywood, interior trim,upholstered furniture frames, and general utility wood.",,,,,,,
 southern magnolia, magnolia grandiflora, southeastern united states,15,24,m,0.6,1,m,560,kg/m3,"4,540",n,77.2,mpa,9.66,gpa,37.7,mpa,radial,5.4,tangential,6.6,volumetric,12.3," rated as non-durable to perishable regarding decay resistance, and alsosusceptibleto insect attack."," generally easy to work with both hand and machine tools. turns, glues, stains, and finishes well."," veneer, plywood, interior trim,upholstered furniture frames, and general utility wood.",,,,,,,
" sweetbay, swamp magnolia", magnolia virginiana, southeastern united states,15,24,m,0.6,1,m,545,kg/m3,3.6,n,75.2,mpa,11.31,gpa,39.2,mpa,radial,4.7,tangential,8.3,volumetric,12.9," rated as non-durable to perishable regarding decay resistance, and alsosusceptibleto insect attack."," generally easy to work with both hand and machine tools. turns, glues, stains, and finishes well."," veneer, plywood, interior trim,upholstered furniture frames, and general utility wood.",,,,,,,
 blue mahoe, talipariti elatum (syn. hibiscus elatus), native to cuba and jamaica; widely planted throughout thecaribbean,18,21,m,0.3,0.6,m,755,kg/m3,"6,320",n,,,,,,,radial,2.1,tangential,4.9,volumetric,7.1, reports range from moderately durable to very durable regarding decay resistance. also reported to be resistant to insect attacks.," overall easy to work with both hand and machine tools. turns, glues, and finishes well."," cabinetry, furniture,turnedobjects, carvings, musicalinstruments, inlay, marquetry, and interior trim.",,,,,,,
 african mahogany," khaya spp. (khaya anthotheca, k. grandifoliola, k. ivorensis, k. senegalensis)", west tropical africa,30,40,m,1,1.5,m,640,kg/m3,"4,760",n,91,mpa,10.6,gpa,49,mpa,radial,4.2,tangential,5.7,volumetric,10, rated as moderately durable;moderate to poor insect/borer resistance.," easy to work, glue, and finish. tearout can sometimes be a problem if the grain is interlocked.","veneer, plywood, turned items, furniture, boatbuilding, and interior trim.",,,,,,,
" cuban mahogany, west indies mahogany", swietenia mahogani, southern florida and the caribbean,20,30,m,1,1.5,m,600,kg/m3,"4,120",n,74.4,mpa,9.31,gpa,43.3,mpa,radial,3,tangential,4.6,volumetric,8,"varies frommoderatelydurable to very durable depending on density and growing conditions of the tree. (older growth trees tend to produce darker, heavier, and more durable lumber than plantation-grown stock.) resistant to termites, but vulnerable to other insects."," typically very easy to work with tools machines well. (with exception to sections with figured grain, which can tearout or chip during machining.) slight dulling of cutters can occur. sands very easily. turns, glues, stains, and finishes well."," furniture, cabinetry, turned objects, veneers, musical instruments, boatbuilding, and carving.",,,,,,,
" honduran mahogany, honduras mahogany,<br /> american mahogany, genuine mahogany, big-leaf mahogany, brazilian mahogany", swietenia macrophylla, from southern mexico to central south america;<br /> also commonly grown on plantations,46,60,m,1,2,m,590,kg/m3,"4,020",n,80.8,mpa,10.06,gpa,46.6,mpa,radial,2.9,tangential,4.3,volumetric,7.5,"varies frommoderatelydurable to very durable depending on density and growing conditions of the tree. (older growth trees tend to produce darker, heavier, and more durable lumber than plantation-grown stock.) resistant to termites, but vulnerable to other insects."," typically very easy to work with tools machines well. (with exception to sections with figured grain, which can tearout or chip during machining.) slight dulling of cutters can occur. sands very easily. turns, glues, stains, and finishes well."," furniture, cabinetry, turned objects, veneers, musical instruments, boatbuilding, and carving.",,,,,,,
mountain mahogany,cercocarpus spp.,western united states and northern mexico,3,6,m,0.3,,m,"1,110",kg/m3,"14,230",n,,,,,,,radial,2.3,tangential,4.4,volumetric,6.8, no data available., tends to be difficult to work on account of it's density and cutting resistance. turns well.,"firewood, turned objects, and other small specialty wood objects.",,,,,,,
" santos mahogany,cabreuva", myroxylon balsamum, southern mexico and central and south america,20,30,m,0.6,1,m,915,kg/m3,"10,680",n,148.7,mpa,16.41,gpa,80.6,mpa,radial,3.8,tangential,6.2,volumetric,10," rated as very durable in regards to decay resistance, with mixed reports on susceptibility to insect attack."," santos mahogany has a noticeable blunting effect on cutting edges. working characteristics are rated as fair to poor, on account of both its density and its interlocked grain. staining or  gluing can sometimes be problematic, though the wood finishes well."," flooring, furniture, interior trim, and heavy construction.",,,,,,,
swamp mahogany,eucalyptus robusta, eastern australia,20,30,m,0.6,1,m,785,kg/m3,"5,540",n,120.6,mpa,14.12,gpa,58.9,mpa,radial,6.9,tangential,10.5,volumetric,17.4, no data available., no data available., no data available.,,,,,,,
 makore," tieghemella heckelii, t. africana", western and middle africa (from sierra leone to gabon),55,60,m,1.2,1.8,m,685,kg/m3,"5,350",n,112.6,mpa,10.71,gpa,57.2,mpa,radial,5.5,tangential,7.7,volumetric,12.4," heartwood is very durable, and is also resistant to insect attack."," generally easy to work, though sections with interlocked grain can cause tearout during planing or other machining operations. makore will react when put into direct contact with iron, becoming discolored and stained. makore also has a pronounced blunting effect on cutters due to its high silica content. besides this dulling effect, makore turns well, and is easy to glue and finish."," veneer, plywood, furniture, cabinetry, flooring, boatbuilding, musical instruments, turned objects, and other small wooden specialty items.",,,,,,,
brown mallee,"eucalyptus dumosa, e. viridis",southeastern australia,5,8,m,0.3,,m,"1,050",kg/m3,"11,060",n,,,,,,,,,,,,,,,,,,,,,,
red mallee,eucalyptus oleosa and e. socialis,australia,4,8,m,0.3,,m,"1,050",kg/m3,"11,060",n,,,,,,,,,,,,,,,,,,,,,,
" mango, hawaiian mango", mangifera indica, tropical asia and oceania,24,30,m,1,1.2,m,675,kg/m3,"4,780",n,88.5,mpa,11.53,gpa,49.9,mpa,radial,3.6,tangential,5.5,volumetric,8.9," mango is rated anywhere from moderately durable to perishable. however, mango is also susceptible to both fungal and insect attack.","if interlocked or wild grain is present, tearout is common whenmachining. reaction wood may also be present, which can shift as it is being sawed, potentially causing binding on the blade.has a fairly high silica content, and will readily dull cutting edges. glues and finishes well."," furniture, ukuleles, veneer, plywood, turned objects, and flooring.",,,,,,,
mangium,acacia mangium,australia and papua new guinea,20,30,m,0.3,0.6,m,515,kg/m3,"4,890",n,98.2,mpa,11.07,gpa,52.1,mpa,radial,2.8,tangential,7.8,volumetric,10.7, no data available., no data available., no data available.,,,,,,,
 mansonia, mansonia altissima, west tropical africa,30,40,m,0.6,1,m,660,kg/m3,"5,740",n,114.5,mpa,10.83,gpa,53.8,mpa,radial,4.4,tangential,7.3,volumetric,10.2," mansonia is very durable in regards to decay resistance, and is also resistant to termite and insect attack. mansonia has good outdoor weathering properties."," with the exception of the sawdust's deleterious effects on health (see safety info), mansonia is easy to work with both hand and machine tools. it glues, turns, and finishes well, and also has good steam bending properties."," veneer, cabinetry, furniture, boatbuilding, and turned objects.",,,,,,,
 manzanita, arctostaphylos spp. (arctostaphylospungens), shrubland regions of western north america,1,5,m,0.15,0.25,m,920,kg/m3,"10,440",n,,,,,,,,,,,,,,,,,,,,,,
 bigleaf maple, acer macrophyllum, coastal regions of pacific north america,25,30,m,0.6,1,m,545,kg/m3,"3,780",n,73.8,mpa,10,gpa,41,mpa,radial,3.7,tangential,7.1,volumetric,11.6, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," veneer, paper (pulpwood), boxes, crates/pallets, musical instruments, turned objects, and other small specialty wood items.",,,,,,,
" black maple, black sugar maple", acer nigrum, northeastern united states,25,35,m,0.6,1,m,640,kg/m3,"5,250",n,91.7,mpa,11.17,gpa,46.1,mpa,radial,4.8,tangential,9.3,volumetric,14, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though slightly more difficult than  soft maple due to black maple's higher density. maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," flooring (from basketball courts and dance-floors to bowling alleys and residential), veneer, paper (pulpwood), musical instruments, cutting boards, butcher blocks, workbenches, baseball bats, and other turned objects and specialty wood items.",,,,,,,
" box elder, boxelder maple, manitoba maple, ash-leaved maple", acer negundo, north america (most commonly in central and eastern united states),10,25,m,0.3,0.6,m,485,kg/m3,"3,200",n,55.2,mpa,7.24,gpa,34.1,mpa,radial,3.9,tangential,7.4,volumetric,14.8," poor durability, rated as non-durable to perishable. heartwood is subject to heart rot and insect attack."," easy to work with both hand and machine tools. turns, glues, and finishes well.","turned objects, small ornamental objects, wood pulp, charcoal, boxes, and crates.",,,,,,,
" field maple, hedge maple", acer campestre, europe,15,20,m,0.3,0.6,m,690,kg/m3,"5,110",n,123,mpa,11.8,gpa,,,,,,,,,,,,,,,,,,
" hard maple, sugar maple, rock maple", acer saccharum, northeastern north america,25,35,m,0.6,1,m,705,kg/m3,"6,450",n,109,mpa,12.62,gpa,54,mpa,radial,4.8,tangential,9.9,volumetric,14.7," rated as non-durable to perishable, and susceptible to insect attack."," fairly easy to work with both hand and machine tools, though slightly more difficult than  soft maple due to hard maple's higher density. maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," flooring (from basketball courts and dance-floors to bowling alleys and residential), veneer, paper (pulpwood), musical instruments, cutting boards, butcher blocks, workbenches, baseball bats, and other turned objects and specialty wood items.",,,,,,,
 norway maple,acer platanoides, europe and western asia; also planted in north america,20,30,m,1,1.5,m,645,kg/m3,"4,510",n,115,mpa,10.6,gpa,59,mpa,,,,,,,,,,,,,,,,
 queensland maple, flindersia spp. (f. brayleyana), northern queensland (australia),30,,m,1,,m,560,kg/m3,"3,620",n,81,mpa,10.83,gpa,47,mpa,radial,6.1,tangential,8.8,volumetric,15," rated as non-durable regarding decay-resistance, with mixed resistance to various insect attacks."," overall good working characteristics, though because of the interlocked grain, planing may result in tearout,particularlyon quartersawn surfaces. turns, glues, and finishes well."," furniture,cabinetry, veneer, musical instruments, gunstocks,andturned objects.",,,,,,,
 red maple, acer rubrum, eastern north america,20,30,m,0.6,1,m,610,kg/m3,"4,230",n,92.4,mpa,11.31,gpa,45.1,mpa,radial,4,tangential,8.2,volumetric,12.6, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," veneer, paper (pulpwood), boxes, crates/pallets, musical instruments, turned objects, and other small specialty wood items.",,,,,,,
 silver maple, acer saccharinum, northeastern united states,25,35,m,0.6,1,m,530,kg/m3,"3,110",n,61.4,mpa,7.86,gpa,36,mpa,radial,3,tangential,7.2,volumetric,12, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," veneer, paper (pulpwood), boxes, crates/pallets, musical instruments, turned objects, and other small specialty wood items.",,,,,,,
 striped maple, acer pensylvanicum, eastern north america,6,10,m,0.25,,m,515,kg/m3,"3,430",n,,,,,,,radial,3.2,tangential,8.6,volumetric,12.3, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," veneer, paper (pulpwood), boxes, crates/pallets, musical instruments, turned objects, and other small specialty wood items.",,,,,,,
" hard maple, sugar maple, rock maple", acer saccharum, northeastern north america,25,35,m,0.6,1,m,705,kg/m3,"6,450",n,109,mpa,12.62,gpa,54,mpa,radial,4.8,tangential,9.9,volumetric,14.7," rated as non-durable to perishable, and susceptible to insect attack."," fairly easy to work with both hand and machine tools, though slightly more difficult than  soft maple due to hard maple's higher density. maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," flooring (from basketball courts and dance-floors to bowling alleys and residential), veneer, paper (pulpwood), musical instruments, cutting boards, butcher blocks, workbenches, baseball bats, and other turned objects and specialty wood items.",,,,,,,
" sycamore maple, european sycamore", acer pseudoplatanus, europe and southwestern asia,25,35,m,1,1.2,m,615,kg/m3,"4,680",n,98.1,mpa,9.92,gpa,55,mpa,radial,4.5,tangential,7.8,volumetric,12.3, rated as non-durable to perishable in regard to decay resistance.," fairly easy to work with both hand and machine tools, though maple has a tendency to burn when being machined with high-speed cutters such as in a router. turns, glues, and finishes well, though blotches can occur when staining, and a pre-conditioner, gel stain, or toner may be necessary to get an even color."," veneer, paper (pulpwood), boxes, crates/pallets, musical instruments, turned objects, and other small specialty wood items.",,,,,,,
" marblewood, angelim rajado", zygia racemosa (syn.marmaroxylon racemosum), northeastern south america,20,30,m,0.3,0.6,m,"1,005",kg/m3,"11,250",n,157.1,mpa,19.43,gpa,75.8,mpa,radial,6,tangential,10.5,volumetric,17.5," rated as durable to very durable regarding decay resistance, with moderate resistance to insect attack."," tends to be difficult to work on account of its high density. marblewood can have a moderate to severe blunting effect on tool cutters. glues, turns, and finishes wellåÑthough there is a high risk of checking and resin exudation during drying."," flooring, sliced veneer, turned objects, cabinetry, and fine furniture.",,,,,,,
" bulletwood, massaranduba", manilkara bidentata,"caribbean, central and south america",30,46,m,0.6,1.2,m,"1,080",kg/m3,"13,920",n,192.2,mpa,23.06,gpa,89.2,mpa,radial,6.7,tangential,9.4,volumetric,16.8," rated as very durable, with good resistance to most insect attack. susceptible to marine borers.","despite its high density, bulletwood generally produces good results with both hand and machine tools, though it does exhibit an above-average dulling effect on cutters. responds well to steam-bending. can pose challenges in gluing due to high density and oil content."," heavy construction (within its natural range), decking, flooring, boatbuilding, bent parts, and turned objects.",,,,,,,
" dark red meranti, lauan, philippine mahogany", shorea spp., southeast asia,20,40,m,1,2,m,675,kg/m3,"3,570",n,87.7,mpa,12.02,gpa,48.8,mpa,radial,3.9,tangential,7.8,volumetric,12.5," reported as moderately-durable to non-durable in regard to decay resistance, but is susceptible to insect attack."," typically easy to work, though any interlocked grain can present problems during planing, and dark red meranti is reported to have very poor steam-bending properties. some species may have a slight blunting effect on tools due to small levels of silica present in the wood. glues, stains, and finishes well."," plywood, interior furniture, general construction, concrete forms, veneer, and boatbuilding.",,,,,,,
" light red meranti, lauan, philippine mahogany", shorea spp., southeast asia,20,40,m,1,2,m,480,kg/m3,"2,460",n,77.3,mpa,11.39,gpa,42.2,mpa,radial,4.1,tangential,7.8,volumetric,12.6," reported as non-durable in regard to decay resistance, and is also susceptible to insect attack."," typically easy to work, due to its low density. though some rough or ragged surfaces may be left while sanding, and it may be necessary to sand up to a finer grit to obtain a satisfactory finish. some species may have a slight blunting effect on tools due to small levels of silica present in the wood. glues, stains, and finishes well."," plywood, interior furniture, general construction, concrete forms, as well as a number of other general utility purposes.",,,,,,,
" white meranti, lauan, philippine mahogany", shorea spp., southeast asia,40,60,m,1,1.5,m,590,kg/m3,"4,670",n,80.2,mpa,10.24,gpa,47.3,mpa,radial,3.3,tangential,6.9,volumetric,8.9," varies between species, though usually reported as being non-durable in regard to decay resistance, and also susceptible to insect attack."," white meranti is in and of itself easy to work, but it has a very severe blunting effect on tools due to its high silica content, so carbide-tipped cutters are recommended. also, interlocked grain can sometimes present problems during planing, and sawn/planed surfaces can be left fuzzy or ragged. sanding to finer grits will help smooth the wood's surface, and prepare it for a stain or finish. glues well."," plywood, veneer, boatbuilding, interior furniture, and general construction lumber.",,,,,,,
" yellow meranti, lauan, philippine mahogany", shorea spp., southeast asia,40,60,m,1.5,2,m,565,kg/m3,"3,120",n,80.8,mpa,10.68,gpa,44.5,mpa,radial,3.3,tangential,7.7,volumetric,10.5," reported as non-durable in regard to decay resistance, and is also susceptible to insect attack."," typically easy to work, though any interlocked grain can present problems during planing. some species may have a slight blunting effect on tools due to small levels of silica present in the wood. glues, stains, and finishes well."," plywood, interior furniture, and general construction lumber.",,,,,,,
 african mesquite, prosopis africana, tropical africa,30,,m,1.5,,m,945,kg/m3,"13,080",n,130.5,mpa,13.92,gpa,73.5,mpa,radial,2.8,tangential,4.6,volumetric,7.6," african mesquite is considered durable to very durable regarding decay resistance, and also has good resistance to insect attack."," african mesquite contains silica, and can have a moderate blunting effect on cutting edges. clear and straight grained mesquite is easy to work with hand and machine tools, but areas of irregular or interlocked grain can pose a challenge. glues, turns, and finishes well."," flooring, turned objects, boatbuilding, cabinetry, and furniture.",,,,,,,
 black mesquite, prosopis nigra, gran chaco region of south america,10,16,m,0.4,1.2,m,825,kg/m3,"8,630",n,77.3,mpa,7.7,gpa,58.6,mpa,radial,2.6,tangential,3.5,volumetric,8.5," black mesquite is considered durable to very durable regarding decay resistance, though it is susceptible to insect attack."," working properties are largely dictated by the quality of the wood itself. mesquite that is clear and free from defects is easy to work with hand and machine tools, but irregular grain or knots can be challenging. glues, turns, and finishes well."," flooring, turned objects, boatbuilding, and furniture.",,,,,,,
 honey mesquite, prosopis glandulosa, southwestern north america,6,9,m,0.2,0.4,m,820,kg/m3,"10,410",n,,,,,,,radial,1.6,tangential,3.2,volumetric,4.8, honey mesquite is considered very durable regarding decay resistance.," working properties are largely dictated by the quality of the wood itself. mesquite that is clear and free from defects is easy to work with hand and machine tools, but irregular grain or knots can be challenging. glues, turns, and finishes well."," fence posts, flooring, turned objects, cabinetry, and furniture.",,,,,,,
"messmate, stringybark",eucalyptus obliqua,southeastern australia,46,76,m,1.2,2.4,m,750,kg/m3,"6,750",n,112.3,mpa,14.29,gpa,60.1,mpa,radial,5.3,tangential,10.3,volumetric,15.4, no data available., no data available., no data available.,,,,,,,
"mimosa, silktree",albiziajulibrissin,native to asia; widely planted as an ornamental,9,12,m,0.3,0.6,m,540,kg/m3,"3,430",n,,,,,,,,,,,,,,,,,,,,,,
"moabi, african pearwood",baillonella toxisperma, equatorial africa,50,60,m,1.5,2.5,m,860,kg/m3,"7,960",n,160.3,mpa,16.66,gpa,72.8,mpa,radial,6.2,tangential,8,volumetric,14,rated as very durable; good insect resistance.,"generally easy to work with hand or machine tools, though figured wood is much more prone to chipping and tearout in machining operations. also, moabi has a high silica content, and will rapidly dull cutting edges, especially tool steel. turns, glues, and finishes well. responds well to steam bending.","veneer, turned objects, fine furniture, cabinetry, and small specialty items.",,,,,,,
"monkey puzzle, chilean pine",araucaria araucana,chile and argentina; also planted as an ornamental tree,20,35,m,1,1.5,m,545,kg/m3,"1,420",n,,,,,,,,,,,,,,,,,,,,,,
" monkeypod, monkey pod, raintree", samanea saman, central and south america,30,38,m,1,1.2,m,600,kg/m3,"4,010",n,65.7,mpa,7.92,gpa,39.9,mpa,radial,2,tangential,3.4,volumetric,6," rated as durable to very durable regarding decay resistance, monkeypod is also resistant to most insect attacks."," monkeypod is generally easy to work with both hand and machine tools, though any interlocked grain may result in fuzzy or torn grain during planing operations. glues and finishes well."," veneer, plywood, millwork/trim, carving, cabinetry, furniture, musical instruments (guitars and ukuleles), and other small specialty wood items.",,,,,,,
monkeythorn,senegalia galpinii (syn. acacia galpinii),southern africa,20,30,m,1,,m,800,kg/m3,"9,070",n,112,mpa,13.14,gpa,61,mpa,,,,,,,,,,,,,,,,
" mopane, mopani", colophospermum mopane, southern africa,20,30,m,0.6,1,m,"1,075",kg/m3,"15,060",n,114,mpa,13.22,gpa,70.3,mpa,radial,4,tangential,5.2,volumetric,9.3," mopane is rated as very durable, and is also resistant to termites and powder post beetles."," mopane is generally considered to be difficult to work, mainly on account of its incredibly high density. machining has a severe blunting effect on cutters. mopane is excellent for turned objects."," flooring, musical instruments (woodwind), turned objects, fuelwood/charcoal, furniture, inlay, and exterior construction.",,,,,,,
" pau ferro, morado, bolivian rosewood, santos rosewood", machaerium spp. (machaerium scleroxylon), tropical south america (mainly brazil and bolivia),20,30,m,1,1.5,m,865,kg/m3,"8,710",n,122.4,mpa,10.86,gpa,60.9,mpa,radial,2.8,tangential,6.7,volumetric,9.9," rated as verydurable, though quite susceptible to insect attack, and not recommended in direct ground contact."," pau ferro is considered overall to be of fair workability, as it can blunt the cutting edges of tools, and any irregular grain has a tendency to tearout during machining operations. also, many of the same challenges in gluing rosewoods are common to pau ferro as well. pau ferro turns and finishes well."," veneer, musical instruments, cabinetry, flooring, interior trim, turning, and other small specialty wood objects.",,,,,,,
" movingui, ayan, nigerian satinwood", distemonanthus benthamianus, west africa,30,38,m,1,1.5,m,720,kg/m3,"5,680",n,129.2,mpa,12.23,gpa,61.3,mpa,radial,3.5,tangential,5.7,volumetric,10," rated as moderately durable regarding decay resistance, and moderately resistant to termite attack."," generally the wood is easy to work, though movingui can have up to 1.3% silica content by weight, which may result in blunting effects ranging from moderate to severe. quartersawn surfaces may be inclined to tearout during planing, and charring of the wood may occur during drilling. movingui glues, stains, and finishes well.responds moderately well to steam bending."," veneer, cabinetry, furniture, and flooring.",,,,,,,
" amazique, amazoue, mozambique, ovangkol, shedua", guibourtia ehie, tropical west africa,30,45,m,1,1.5,m,825,kg/m3,"5,900",n,140.3,mpa,18.6,gpa,64.2,mpa,radial,4.3,tangential,8.3,volumetric,12.1," rated as moderately durable, with good resistance to insect attack."," overall a fairly easy wood to work, though ovangkol contains silica and can therefore dull cutters prematurely. also, if the grain is interlocked, or if there is other figure present in the wood, planing and other machining operations may be troublesome and cause tearout. turns, glues and finishes well."," veneer, furniture, cabinetry, turned objects, musical instruments, and flooring.",,,,,,,
